1	546
1	1206
1	139
1	141
1	2801
1	139
1	141
1	179
1	535
1	139
1	141
1	179
1	535
1	139
1	139
2	30
2	127
2	569
2	61
2	30
2	30
2	179
2	569
2	14
2	233
2	721
2	179
2	569
2	18
2	30
2	127
2	179
2	569
2	569
2	569
2	9614
2	30
2	179
2	190
2	569
2	179
2	569
3	4
3	4
3	2053
3	3635
3	4044
3	4049
3	4
3	3635
3	8459
4	139
4	141
4	1
4	7245
4	9137
4	1
4	73
4	139
4	141
4	179
4	535
4	7
4	139
4	179
4	535
4	139
4	141
4	179
4	535
4	139
4	535
4	139
5	179
5	190
5	569
5	569
5	606
5	569
5	1091
6	4
6	7
6	82
6	1469
6	7
6	82
6	127
6	190
6	233
6	285
6	518
6	707
6	787
6	179
6	4
6	7
6	4
6	7
6	82
6	7
6	1471
6	191
6	7658
6	4
6	7
6	82
6	9137
7	549
7	127
7	189
7	604
7	191
7	232
7	238
7	364
7	731
7	787
7	791
7	798
7	804
7	61
7	2
7	6
7	78
7	1
7	1
7	79
7	1
7	1683
7	1
7	61
7	73
7	79
7	1945
7	1946
7	1947
7	2100
7	6
7	61
7	73
7	1
7	61
7	79
7	1
7	1946
7	2707
7	1
7	6
7	73
7	61
7	61
7	1
7	61
7	216
7	1
7	6
7	61
7	73
7	189
7	216
7	6
7	1
7	61
7	3602
7	3811
7	3812
7	3819
7	1
7	79
7	6
7	1
7	190
7	844
7	1
7	7
7	73
7	179
7	190
7	2558
7	2
7	61
7	2
7	189
7	844
7	4836
7	6
7	2558
7	2326
7	1
7	73
7	79
7	1
7	61
7	537
7	6
7	6
7	61
7	1
7	72
7	61
7	844
7	61
7	73
7	72
7	6016
7	78
7	80
7	6671
7	73
7	176
7	178
7	1
7	61
7	79
7	216
7	1
7	61
7	73
7	1
7	56
7	177
7	184
7	210
7	285
7	73
7	234
7	518
7	617
7	844
7	61
7	73
7	9309
7	1
7	61
7	73
7	9680
7	9699
7	73
7	306
7	346
7	1
7	6
7	73
7	79
7	61
7	1
7	6
7	61
7	73
7	79
7	1
7	216
7	364
7	1946
7	10297
7	10298
7	1
7	176
7	233
7	10642
7	6
7	1
7	6
7	61
7	73
7	79
7	73
7	184
7	380
7	11127
7	9593
7	1497
7	10710
7	11475
7	11476
7	11482
7	11550
7	6
7	1091
7	6
7	61
7	73
7	380
7	61
7	475
8	73
8	138
8	139
8	141
8	546
8	1
8	139
8	141
8	535
8	1206
8	1
8	139
8	141
8	535
8	2116
8	233
8	1206
8	358
8	1206
8	139
8	141
8	1
8	139
8	1
8	139
8	535
8	139
8	139
9	61
9	556
9	557
9	564
9	565
9	566
9	570
9	571
9	574
9	589
9	591
9	61
9	127
9	61
9	61
9	86
9	559
9	18
9	61
9	86
9	127
9	3602
9	61
9	86
9	9
9	1434
9	61
9	2745
9	6487
9	61
9	86
9	86
9	309
9	61
9	86
9	559
9	61
9	86
9	559
9	86
9	12
10	557
10	61
10	559
10	601
10	18
10	86
10	61
10	86
10	559
10	10
10	61
10	86
10	559
10	379
10	86
10	559
10	86
10	86
10	61
10	86
10	18
10	86
10	559
10	86
11	557
11	561
11	61
11	86
11	559
11	61
11	86
11	559
11	86
11	559
11	18
11	30
11	559
11	61
11	86
11	61
11	86
12	5
12	736
12	737
12	2057
12	3439
12	4
12	5
12	736
12	2057
12	4
12	5
12	188
12	4
12	5
12	5
12	6502
12	5
12	7616
12	9110
12	9111
12	4
12	5
13	9
13	86
13	559
13	61
13	559
13	61
13	86
13	559
13	9
13	61
13	86
13	86
13	559
13	18
13	61
13	559
13	10
13	86
13	4222
13	61
13	86
13	12
14	1503
14	2100
14	4
14	4
14	1503
14	4
14	5
14	1503
14	3082
14	1
14	4
14	5
14	285
14	1469
14	1503
14	2053
14	3266
14	3274
14	3439
14	3633
14	3634
14	3635
14	3636
14	4
14	89
14	1503
14	1503
14	4
14	4
14	4
14	6487
14	6864
14	4
14	1503
14	3274
14	7616
14	4
14	4
14	1503
14	3274
14	4
14	3274
15	61
15	179
15	190
15	179
15	61
15	18
15	1465
15	2503
15	3607
15	4194
15	4913
15	179
15	61
15	190
15	1465
15	179
15	190
15	569
15	61
15	179
15	569
15	179
15	190
15	1091
16	61
16	557
16	61
16	559
16	61
16	86
16	559
16	10
16	12
16	61
16	559
16	10
16	61
16	86
16	2503
16	559
16	86
16	12
17	18
17	61
17	179
17	74
