1 4889
1 942
1 4671
1 776
1 5758
1 5451
1 11253
1 13587
1 5433
1 3593
1 7706
1 1806
1 8594
1 2589
1 12681
1 15708
1 14022
1 3821
1 6863
1 10505
1 1671
1 1665
1 5603
1 7561
1 12146
1 1832
1 15246
1 8346
1 7827
1 9162
1 10781
1 14379
1 10304
1 3646
1 12520
1 10699
1 10910
1 5372
1 13534
1 5633
1 2653
1 1236
1 11741
1 10766
1 11164
1 5591
1 16606
1 3127
1 8590
1 1611
1 3456
1 9453
1 6797
1 11837
1 2511
1 5344
1 5768
1 12468
1 15583
1 760
1 14090
1 247
1 13308
1 148
1 4695
1 13008
1 2822
1 3981
1 11468
1 15877
1 3710
1 8012
1 12390
1 14576
1 10608
1 4049
1 2164
1 12357
1 12830
1 2794
1 977
1 2752
1 7790
1 5261
1 8181
1 10031
1 4020
1 1826
1 4223
1 2901
1 7361
1 120
1 14102
1 1272
1 221
1 746
1 1948
1 1151
1 4079
1 4427
1 1784
1 5752
1 1875
1 10087
1 11092
1 1384
1 16271
1 6774
1 2032
1 1818
1 2560
1 106
1 280
1 6521
1 1027
1 8217
1 9399
1 15789
1 3782
1 4740
1 4484
1 3191
1 16069
1 10644
1 4671
1 2208
1 4966
1 2667
1 16095
1 11352
1 12523
1 16477
1 15751
1 5872
1 1729
1 481
1 7573
1 1317
1 5676
1 857
1 15874
1 11202
1 4331
1 9966
1 68
1 15847
1 9759
1 11922
1 199
1 4841
1 14808
1 1209
1 11095
1 14450
1 9347
1 427
1 13247
1 7486
1 2038
1 9309
1 1135
1 16757
1 1256
1 23
1 7339
1 16162
1 12468
1 1401
1 6868
1 10011
1 3349
1 544
1 8953
1 5006
1 1722
1 15682
1 3336
1 1130
1 5813
1 4441
1 11504
1 6075
1 39
1 1073
1 2902
1 9991
1 14177
1 15389
1 988
1 5313
1 356
1 2451
1 13505
1 9030
1 2826
1 16469
1 8224
1 3636
1 3591
1 13893
1 13694
1 16015
1 9631
1 15111
1 16467
1 6310
1 11571
1 4880
1 1885
1 5937
1 2007
1 2235
1 7687
1 5988
1 1141
1 1620
1 7167
1 2203
1 12109
1 5211
1 4200
1 252
1 2330
1 3710
1 9243
1 13568
1 3079
1 5012
1 1005
1 856
1 861
1 7112
1 8679
1 15248
1 4557
1 16947
1 1602
1 15582
1 10952
1 14475
1 5854
1 1918
1 8419
1 12523
1 9358
1 6850
1 16342
1 3431
1 12237
1 8754
1 10713
1 3708
1 15609
1 14415
1 12339
1 10272
1 10332
1 10036
1 3130
1 4824
1 8990
1 9276
1 5729
1 5923
1 1665
1 9847
1 16043
1 726
1 3849
1 5528
1 8370
1 9845
1 15313
1 9229
1 14396
1 16493
1 28
1 8531
1 4179
1 329
1 4580
1 11197
1 6018
1 2539
1 11510
1 7583
1 1100
1 4576
1 15749
1 13619
1 3337
1 7434
1 559
1 318
1 7837
1 1640
1 3776
1 8817
1 3514
1 1669
1 16250
1 2822
1 13634
1 6975
1 15672
1 12634
1 10123
1 8716
1 2887
1 8952
1 4229
1 15878
1 3733
1 2920
1 12842
1 15624
1 7847
1 933
1 226
1 50
1 9639
1 3093
1 4966
1 7788
1 8063
1 135
1 9773
1 13443
1 39
1 12171
1 7585
1 450
1 917
1 6209
1 15984
1 10065
1 14022
1 3603
1 14789
1 2768
1 1122
1 14365
1 13652
1 988
1 11917
1 12602
1 8110
1 1995
1 9669
1 8875
1 16483
1 762
1 14132
1 7445
1 4778
1 7444
1 332
1 16449
1 6852
1 15714
1 10837
1 1521
1 5388
1 1424
1 5034
1 5410
1 1399
1 4130
1 5054
1 5582
1 13556
1 76
1 15651
1 7840
1 9124
1 6505
1 15330
1 8303
1 2000
1 5223
1 5446
1 14915
1 4225
1 14877
1 838
1 11701
1 11328
1 5723
1 3890
1 8878
1 2636
1 14894
1 10590
1 12883
1 5408
1 13908
1 2441
1 956
1 10876
1 9605
1 6664
1 2097
1 10262
1 15398
1 3808
1 3928
1 778
1 2856
1 8330
1 4875
1 1226
1 14108
1 15578
1 150
1 1009
1 14782
1 2629
1 5266
1 11555
1 3617
1 5332
1 9972
1 3414
1 2203
1 1020
1 252
1 14392
1 7197
1 11483
1 4137
1 3686
1 8721
1 6063
1 2895
1 8873
1 11588
1 176
1 14655
