1 193
1 1506
1 1736
1 6193
1 480
1 6071
1 1209
1 7621
1 424
1 5697
1 3107
1 2483
1 2250
1 2510
1 247
1 54
1 11448
1 903
1 145
1 6205
1 3909
1 1556
1 120
1 4708
1 160
1 3026
1 14555
1 6140
1 7171
1 876
1 4905
1 545
1 2638
1 2511
1 5344
1 213
1 13465
1 3928
1 11882
1 1274
1 2925
1 311
1 2894
1 400
1 3882
1 3715
1 5415
1 2424
1 4367
1 7936
1 1205
1 64
1 715
1 11158
1 11655
1 19268
1 3905
1 12011
1 3056
1 2182
1 1973
1 1835
1 455
1 5427
1 1046
1 605
1 6705
1 5875
1 34
1 3131
1 4397
1 12925
1 3947
1 1823
1 3668
1 2099
1 2679
1 249
1 672
1 16140
1 7374
1 17784
1 9601
1 5313
1 545
1 715
1 2581
1 3690
1 3176
1 400
1 273
1 1203
1 6445
1 3025
1 2378
1 233
1 2378
1 7650
1 3702
1 4013
1 54
1 9299
1 3988
1 2543
1 14744
1 6205
1 891
1 1338
1 9095
1 131
1 8145
1 7302
1 628
1 8363
1 2035
1 1650
1 3507
1 60
1 775
1 2156
1 13474
1 1634
1 16815
1 2320
1 400
1 6477
1 4530
1 5548
1 57
1 629
1 6916
1 5009
1 1063
1 1544
1 6742
1 5601
1 3131
1 1234
1 19590
1 516
1 12470
1 10671
1 1186
1 1744
1 13970
1 758
1 1573
1 5288
1 5262
1 35
1 157
1 78
1 9741
1 7621
1 11510
1 3892
1 400
1 3469
1 984
1 2581
1 138
1 944
1 1012
1 2486
1 16573
1 660
1 368
1 3573
1 1046
1 16065
1 5176
1 2120
1 104
1 10550
1 1284
1 3016
1 5358
1 1927
1 786
1 1897
1 1209
1 10117
1 258
1 8625
1 10815
1 9004
1 835
1 715
1 310
1 4010
1 1157
1 1150
1 411
1 3604
1 13599
1 273
1 588
1 120
1 684
1 271
1 6282
1 7390
1 8137
1 101
1 3131
1 6774
1 2754
1 54
1 335
1 6717
1 129
1 97
1 8628
1 115
1 1414
1 2571
1 638
1 138
1 6203
1 714
1 223
1 138
1 6442
1 54
1 250
1 16461
1 2161
1 2551
1 10165
1 265
1 2788
1 673
1 5969
1 11817
1 1704
1 2468
1 1376
1 5472
1 8337
1 5907
1 638
1 844
1 1823
1 1111
1 5697
1 6332
1 5673
1 2469
1 163
1 3032
1 16927
1 2192
1 968
1 3672
1 8293
1 197
1 2571
1 344
1 1146
1 171
1 8367
1 546
1 1261
1 8912
1 53
1 1301
1 410
1 1646
1 9014
1 436
1 1691
1 2756
1 1693
1 9547
1 335
1 4550
1 3154
1 3384
1 3016
1 2594
1 2679
1 10011
1 2071
1 13810
1 4377
1 5775
1 1304
1 1905
1 1059
1 737
1 4453
1 1304
1 714
1 4414
1 690
1 7002
1 1463
1 3863
1 9571
1 998
1 793
1 518
1 11583
1 8576
1 3095
1 3495
1 4293
1 267
1 3237
1 6645
1 812
1 7950
1 6083
1 4562
1 2772
1 153
1 2724
1 10117
1 2762
1 6992
1 203
1 1749
1 3665
1 3822
1 2396
1 4779
1 4220
1 15544
1 561
1 3094
1 1423
1 356
1 2721
1 287
1 213
1 1098
1 7874
1 97
1 138
1 9222
1 145
1 1235
1 1455
1 2322
1 407
1 2162
1 716
1 1403
1 1506
1 1650
1 813
1 14126
1 153
1 2399
1 892
1 1000
1 1969
1 17188
1 5030
1 1628
1 989
1 1919
1 3489
1 138
1 11764
1 6645
1 620
1 4490
1 588
1 19118
1 2156
1 5991
1 4710
1 1414
1 65
1 9495
1 1246
1 2809
1 1434
1 2302
1 2772
1 5045
1 876
1 1228
1 900
1 1598
1 7459
1 2671
1 933
1 2658
1 64
1 1422
1 9355
1 1888
1 7904
1 10002
1 7087
1 6491
1 5618
1 9461
1 2817
1 265
1 207
1 1716
1 6106
1 2382
1 6052
1 2876
1 7353
1 628
1 5988
1 2571
1 1308
1 2949
1 4275
1 5158
1 831
1 1921
1 1555
1 4489
1 1894
1 1939
1 952
1 9194
1 9400
1 13576
1 322
1 145
1 60
1 6990
1 2108
1 1005
1 6627
1 6916
1 17343
1 7192
1 6537
1 1330
1 34
1 412
1 6302
1 368
1 2293
1 3303
1 1506
1 9778
1 2581
1 9965
1 970
1 906
1 2469
1 4646
1 951
1 947
1 7816
1 3169
1 259
1 1048
1 358
1 1475
1 1814
1 120
1 279
1 2152
1 780
1 3604
1 11090
1 11473
1 1409
1 2870
1 203
1 27
1 7041
1 285
1 9510
1 3262
1 94
1 1683
1 849
1 9775
1 4560
1 8812
1 545
1 288
1 267
1 880
1 716
1 4043
1 5334
1 64
1 193
1 637
1 120
1 3742
1 1607
1 4132
1 1092
1 2942
1 1918
1 1100
1 1597
1 10107
1 1082
1 608
1 12718
1 337
1 4375
1 565
1 11061
1 14357
1 131
1 2734
1 581
1 11549
1 1746
1 2519
1 1507
1 2661
1 4372
1 8449
1 7525
1 2521
1 1946
1 54
1 16277
1 1578
1 275
1 4426
1 629
1 1005
1 86
1 80
1 5798
1 249
1 9803
1 1212
1 1888
1 8760
1 211
1 1065
1 1228
1 18125
1 351
1 5697
1 34
1 5331
1 1423
1 1954
1 278
1 2323
1 8824
1 382
1 9344
1 4132
1 6198
1 9884
1 2674
1 2815
1 856
1 585
1 874
1 3113
1 9423
1 18212
1 1895
1 10252
1 3470
1 5248
1 3906
1 995
1 1000
1 44
1 1888
1 2172
1 9930
1 0
1 1844
1 3237
1 659
1 3953
1 36
1 2349
1 3740
1 561
1 153
1 2613
1 714
1 16825
1 4375
1 2299
1 38
1 845
1 881
1 4460
1 736
1 602
1 9510
1 4594
1 21673
1 1818
1 1110
1 715
1 3000
1 265
1 1836
1 1431
1 4754
1 320
1 3260
1 1459
1 9664
1 16065
1 448
1 9571
1 6641
1 2942
1 951
1 2809
1 3565
1 2585
1 9275
1 7100
1 1841
1 3892
1 2483
1 2304
1 2161
1 2152
1 1782
1 5781
1 695
1 34
1 267
1 2014
1 2328
1 1316
1 992
1 8435
1 988
1 3472
1 2517
1 2349
1 856
1 2674
1 1120
1 1484
1 5261
1 1373
1 351
1 5450
1 3646
1 3096
1 4872
1 97
1 257
1 3566
1 715
1 257
1 1094
1 3989
1 2943
1 3649
1 10173
1 13876
1 1589
1 814
1 1634
1 4578
1 2248
1 4592
1 97
1 7472
1 9376
1 5880
1 16916
1 1678
1 6226
1 145
1 714
1 3865
1 6982
1 1942
1 5982
1 833
1 138
1 1957
1 1818
1 3386
1 964
1 138
1 6666
1 1281
1 1940
1 5880
1 5538
1 153
1 173
1 2338
1 7820
1 3877
1 3586
1 393
1 6434
1 5788
1 11128
1 1927
1 7235
1 3120
1 5318
1 6705
1 2318
1 2002
1 2310
1 36
